text,label
a black hole is a region of spacetime where gravity is so strong that nothing including light can escape once it crosses the event horizon black holes form when massive stars collapse at the end of their lives stellar black holes have masses several times that of the sun supermassive black holes at the centers of galaxies have masses billions of times greater the event horizon telescope captured the first image of a black hole shadow in 2019 stephen hawking proposed that black holes emit thermal radiation through quantum effects now called hawking radiation black holes distort time and space around them according to general relativity,Space Exploration
the milky way is the galaxy that contains the solar system it is a barred spiral galaxy with an estimated 100 to 400 billion stars the milky way is approximately 100000 lightyears in diameter the solar system is located about 26000 lightyears from the galactic center a supermassive black hole called sagittarius astar resides at the center the galaxy contains stellar populations of different ages and metallicities dark matter makes up most of the milky ways mass the magellanic clouds are small satellite galaxies of the milky way on a dark night the milky way is visible as a band of light across the sky,Space Exploration
the solar system consists of the sun and all objects gravitationally bound to it including eight planets dwarf planets moons asteroids and comets the inner rocky planets are mercury venus earth and mars the outer gas giants are jupiter saturn uranus and neptune the asteroid belt lies between mars and jupiter the kuiper belt beyond neptune contains icy bodies including pluto the oort cloud is a distant spherical shell of comets the sun contains 9986 percent of the solar systems mass the solar system formed about 46 billion years ago from a collapsing cloud of gas and dust,Space Exploration
an exoplanet is a planet that orbits a star other than the sun the first confirmed exoplanet detection was in 1992 the kepler space telescope discovered thousands of exoplanets by detecting transits across stars the habitable zone is the orbital region where liquid water could exist on a planets surface trappist1 is a system with seven earthsized planets three in the habitable zone the james webb space telescope characterizes exoplanet atmospheres by observing transmission spectroscopy hot jupiters are gas giants orbiting very close to their stars superearths are planets larger than earth but smaller than neptune over 5000 exoplanets have been confirmed to date,Space Exploration
human biology is the scientific study of the human species it encompasses anatomy physiology genetics evolution and behavior humans are members of the species homo sapiens which evolved in africa approximately 300000 years ago the human body consists of trillions of cells organized into tissues organs and organ systems major organ systems include the nervous circulatory digestive respiratory and immune systems human genetics studies the inheritance and variation of traits the human genome project sequenced the complete human dna humans are distinguished by large brains bipedal locomotion and complex language medicine applies biological knowledge to maintain and restore health,Human Biology
dna or deoxyribonucleic acid is the molecule that carries genetic information in all living organisms it consists of two strands wound into a double helix the strands are composed of nucleotides each containing a sugar phosphate group and one of four bases adenine thymine cytosine and guanine base pairing rules dictate that adenine pairs with thymine and cytosine pairs with guanine the sequence of bases encodes genetic instructions dna replication copies the genome before cell division mutations are changes in the dna sequence genes are segments of dna that encode proteins the human genome contains approximately 3 billion base pairs and about 20000 genes,Human Biology
a cell is the basic structural and functional unit of all living organisms humans are multicellular with an estimated 37 trillion cells eukaryotic cells have a membranebound nucleus containing dna key organelles include mitochondria which generate energy ribosomes which synthesize proteins and the endoplasmic reticulum which processes molecules the cell membrane regulates what enters and exits the cell the cell cycle consists of interphase mitosis and cytokinesis stem cells can differentiate into specialized cell types cancer occurs when cells divide uncontrollably cell signaling coordinates behavior between cells through chemical messengers,Human Biology
the human brain is the central organ of the nervous system and controls thought memory emotion movement and sensation it consists of approximately 86 billion neurons connected by trillions of synapses the cerebral cortex is the outer layer responsible for higher cognitive functions the cerebellum coordinates movement and balance the brainstem controls basic life functions like breathing and heart rate the limbic system regulates emotions and memory neurotransmitters like dopamine serotonin and acetylcholine relay signals between neurons neuroplasticity allows the brain to reorganize in response to experience brain imaging techniques like mri and fmri reveal structure and activity,Human Biology
the immune system protects the body against pathogens including bacteria viruses fungi and parasites innate immunity provides immediate nonspecific defense including physical barriers and inflammation adaptive immunity generates specific responses against particular pathogens b cells produce antibodies that neutralize threats t cells directly kill infected cells or help coordinate immune responses lymph nodes filter lymph and house immune cells the thymus matures t cells memory cells enable faster responses upon subsequent exposure enabling vaccines to work autoimmune diseases occur when the immune system attacks the bodys own tissues immunodeficiency diseases impair immune function,Human Biology
the human heart is a muscular organ that pumps blood throughout the body it has four chambers two atria and two ventricles the right side pumps deoxygenated blood to the lungs the left side pumps oxygenated blood to the body heart valves prevent backflow of blood the heart beats approximately 70 times per minute at rest totaling over 25 billion beats in a lifetime the sinoatrial node generates electrical impulses that regulate heartbeat rhythm coronary arteries supply blood to the heart muscle itself heart disease is the leading cause of death worldwide blood pressure measures the force of blood against vessel walls,Human Biology
the lungs are the primary organs of the respiratory system responsible for gas exchange humans have two lungs located in the thoracic cavity air enters through the nose and mouth travels down the trachea and branches into bronchi and smaller bronchioles gas exchange occurs in tiny air sacs called alveoli where oxygen passes into the blood and carbon dioxide is expelled the diaphragm and intercostal muscles drive breathing adult lungs contain about 300 million alveoli with a total surface area the size of a tennis court the respiratory system also warms humidifies and filters inhaled air lung diseases include asthma pneumonia and chronic obstructive pulmonary disease,Human Biology
the nervous system coordinates body functions through electrical and chemical signals the central nervous system consists of the brain and spinal cord the peripheral nervous system connects the cns to the rest of the body sensory neurons carry signals from receptors to the cns motor neurons carry commands from the cns to muscles and glands the autonomic nervous system regulates involuntary functions like heart rate and digestion the sympathetic division triggers the fight or flight response the parasympathetic division promotes rest and digestion neurons communicate at synapses using neurotransmitters neurological disorders include parkinsons disease epilepsy and multiple sclerosis,Human Biology
the digestive system breaks down food into nutrients that can be absorbed into the bloodstream the process begins in the mouth where chewing and saliva initiate digestion food travels down the esophagus to the stomach where acids and enzymes further break it down the small intestine absorbs most nutrients with help from the liver gallbladder and pancreas the large intestine absorbs water and forms feces beneficial gut bacteria aid digestion and support immunity the digestive system is approximately 9 meters long from mouth to anus digestive disorders include irritable bowel syndrome crohns disease and gastroesophageal reflux enzyme deficiencies can impair digestion of specific nutrients,Human Biology
the human skeleton provides structural support protects organs enables movement and produces blood cells it consists of 206 bones in adults the axial skeleton includes the skull vertebral column and rib cage the appendicular skeleton includes the limbs and girdles bones are composed of collagen and calcium phosphate giving them flexibility and strength bone marrow produces red blood cells white blood cells and platelets cartilage cushions joints and forms structures like the nose and ears ligaments connect bones to each other osteoporosis is a condition of reduced bone density increasing fracture risk bone remodeling continuously replaces old bone with new tissue,Human Biology
muscle tissue enables movement through contraction there are three types of muscle skeletal cardiac and smooth skeletal muscles are attached to bones and controlled voluntarily cardiac muscle makes up the heart wall and contracts rhythmically smooth muscle lines organs and blood vessels and is involuntary skeletal muscle contraction is triggered by motor neurons releasing acetylcholine muscle fibers contain myosin and actin filaments that slide past each other during contraction atp provides the energy for muscle contraction slowtwitch fibers are resistant to fatigue and used for endurance fasttwitch fibers produce more force but fatigue quickly regular exercise increases muscle mass and strength through hypertrophy,Human Biology
blood is a fluid connective tissue that circulates through the cardiovascular system delivering oxygen and nutrients to cells and removing waste products it consists of plasma red blood cells white blood cells and platelets red blood cells contain hemoglobin which binds oxygen white blood cells are components of the immune system platelets are involved in blood clotting blood volume in an adult is about 5 liters blood type is determined by antigens on red blood cells with abo and rh systems being most important blood transfusions must match blood type to avoid immune reactions anemia results from insufficient red blood cells or hemoglobin,Human Biology
the kidneys are paired beanshaped organs that filter blood and produce urine each kidney contains about one million filtering units called nephrons nephrons filter blood removing waste products and excess ions while reabsorbing useful molecules the kidneys regulate blood pressure electrolyte balance and acidbase balance they produce erythropoietin which stimulates red blood cell production about 180 liters of fluid are filtered daily but only about 15 liters becomes urine the ureters carry urine to the bladder for storage kidney disease can result from diabetes hypertension or infections dialysis performs kidney functions when they fail,Human Biology
the human genome is the complete set of dna in a human cell containing approximately 3 billion base pairs the human genome project completed the first full sequence in 2003 the genome contains about 20000 proteincoding genes which represent only about 15 percent of total dna the remaining dna includes regulatory sequences repetitive elements and sequences of unknown function genetic variation between individuals is about 01 percent single nucleotide polymorphisms are the most common form of variation genomewide association studies identify genetic variants linked to diseases gene editing tools like crisprcas9 can modify the genome with precision personalized medicine uses genomic information to tailor treatments,Human Biology
proteins are large biomolecules composed of chains of amino acids and perform most of the functional roles in cells there are 20 standard amino acids the sequence of amino acids is encoded by genes and determines the proteins threedimensional structure and function proteins act as enzymes catalyzing biochemical reactions as structural components as hormones as antibodies and as transporters protein synthesis occurs on ribosomes using messenger rna as a template folding into the correct threedimensional shape is essential for function misfolded proteins are associated with diseases like alzheimers and parkinsons proteomics studies the entire set of proteins in a cell or organism,Human Biology
albert einstein was a germanborn theoretical physicist widely regarded as one of the greatest scientists of all time he developed the theory of special relativity and the theory of general relativity which revolutionized the understanding of space time gravity and the universe his famous equation e equals mc squared established the equivalence of mass and energy einstein was awarded the nobel prize in physics in 1921 for his discovery of the photoelectric effect which was foundational to quantum theory he was born in ulm germany in 1879 and died in princeton new jersey in 1955 einsteins work on brownian motion provided evidence for the existence of atoms,Famous Scientists
isaac newton was an english mathematician physicist and astronomer who is widely recognized as one of the most influential scientists of all time he formulated the laws of motion and universal gravitation which dominated the scientific view of the physical universe for three centuries newton built the first practical reflecting telescope and developed a theory of color based on the observation that a prism decomposes white light into a visible spectrum he also shares credit with leibniz for developing calculus his 1687 work principia mathematica is one of the most important scientific works ever published newton served as president of the royal society and was knighted by queen anne,Famous Scientists
marie curie was a polish and naturalized french physicist and chemist who conducted pioneering research on radioactivity she was the first woman to win a nobel prize the first person to win nobel prizes in two scientific fields and the only person to win in multiple sciences she won the nobel prize in physics in 1903 and the nobel prize in chemistry in 1911 curie discovered the elements polonium and radium she developed mobile xray units during world war one called petites curies her research laid the groundwork for nuclear physics and cancer radiotherapy she died in 1934 from aplastic anemia likely caused by radiation exposure,Famous Scientists
charles darwin was an english naturalist geologist and biologist best known for his contributions to evolutionary biology his 1859 book on the origin of species proposed that all species of life have descended from common ancestors through a process he called natural selection natural selection explains how species adapt to their environments over successive generations darwin also described sexual selection as a mechanism of evolution he supported his theory with extensive evidence from fossils geographical distribution of species and comparative anatomy darwins theory unified the life sciences and is the unifying framework of modern biology he also studied earthworms barnacles and plant movement,Famous Scientists
nikola tesla was a serbianamerican inventor electrical engineer and futurist best known for his contributions to the design of the modern alternating current electrical supply system tesla developed the rotating magnetic field principle and the ac motor he held patents for many inventions including the tesla coil radio transmission systems and early xray experiments tesla worked briefly for thomas edison before establishing his own laboratories his rivalry with edison over ac versus dc power is known as the war of currents tesla demonstrated wireless power transmission and envisioned global wireless communication despite his genius he died impoverished in 1943 in new york city,Famous Scientists
stephen hawking was an english theoretical physicist cosmologist and author who made major contributions to the understanding of black holes and cosmology he developed hawking radiation a theoretical prediction that black holes emit radiation and slowly evaporate he also contributed to the noboundary proposal for the initial conditions of the universe hawking worked on singularity theorems in collaboration with roger penrose his 1988 book a brief history of time became an international bestseller introducing complex cosmological concepts to the public hawking was diagnosed with motor neurone disease at age 21 and lived with severe disability for over 50 years he held the lucasian professorship of mathematics at cambridge,Famous Scientists
galileo galilei was an italian astronomer physicist and engineer who played a major role in the scientific revolution he improved the telescope and made astronomical observations that supported the copernican heliocentric model he observed the moons of jupiter the phases of venus sunspots and mountains on the moon galileo formulated the laws of falling bodies through careful experimentation contradicting aristotelian physics he was tried by the inquisition for defending heliocentrism and spent his final years under house arrest his work on mechanics and kinematics laid foundations for newton he is often called the father of observational astronomy and modern physics,Famous Scientists
richard feynman was an american theoretical physicist known for his work in quantum electrodynamics particle physics and lowtemperature physics he developed the path integral formulation of quantum mechanics and feynman diagrams which provide a pictorial representation of particle interactions he was awarded the nobel prize in physics in 1965 feynman contributed to the development of the atomic bomb during the manhattan project he was famous for his enthusiasm for teaching and ability to explain complex concepts in simple terms his books including surely youre joking mr feynman became popular with general audiences feynman also investigated the space shuttle challenger disaster,Famous Scientists
alan turing was an english mathematician computer scientist logician and cryptanalyst widely considered the father of computer science and artificial intelligence he formalized the concept of algorithm and computation with the turing machine model during world war two he worked at bletchley park developing techniques to break german enigma cipher machines contributing significantly to the allied victory he proposed the turing test as a measure of machine intelligence turing made important contributions to theoretical biology and morphogenesis he was prosecuted for homosexuality in 1952 and died in 1954 in circumstances that remain disputed turing was posthumously pardoned by the british government in 2013,Famous Scientists
carl sagan was an american astronomer planetary scientist cosmologist astrophysicist and science communicator he made major contributions to the scientific research of extraterrestrial life and promoted the search for seti sagan assembled the first physical messages sent to space on pioneer 10 and 11 and voyager 1 and 2 he hosted and cowrote the television series cosmos which became one of the most widely watched series in the history of american public television his novel contact was adapted into a film sagan advocated scientific skepticism and was a vocal critic of pseudoscience he received the nasa distinguished public service medal his book pale blue dot remains influential,Famous Scientists
ada lovelace was an english mathematician often regarded as the first computer programmer she worked with charles babbage on his proposed mechanical generalpurpose computer the analytical engine her notes on the analytical engine included what is recognized as the first algorithm intended to be processed by a machine lovelace recognized the potential of computing machines beyond pure calculation envisioning they could compose music or manipulate symbols she was the daughter of the poet lord byron ada lovelace day celebrates womens contributions to science and technology the programming language ada was named in her honor she died at age 36 in 1852,Famous Scientists
rosalind franklin was a british chemist and xray crystallographer whose work was central to understanding the molecular structures of dna rna viruses coal and graphite her xray diffraction images of dna including photo 51 were critical evidence in identifying the double helix structure watson and crick used her data without her knowledge to build their model of dna franklin did not share in the 1962 nobel prize awarded to watson crick and wilkins partly because she had died in 1958 and the prize is not awarded posthumously her contributions were underrecognized during her lifetime she later studied the tobacco mosaic virus contributing to structural virology,Famous Scientists
niels bohr was a danish physicist who made foundational contributions to understanding atomic structure and quantum mechanics he developed the bohr model of the atom in 1913 proposing that electrons orbit the nucleus in fixed energy levels and emit or absorb energy when changing levels this model successfully explained the hydrogen spectrum bohr won the nobel prize in physics in 1922 he contributed to the copenhagen interpretation of quantum mechanics emphasizing the probabilistic nature of quantum events during world war two he escaped occupied denmark and worked briefly on the manhattan project bohr founded the institute for theoretical physics in copenhagen which became a center for quantum research,Famous Scientists
max planck was a german theoretical physicist who originated quantum theory winning the nobel prize in physics in 1918 in 1900 he proposed that energy is emitted and absorbed in discrete quanta rather than continuously resolving the ultraviolet catastrophe problem the quantum of action h is now called plancks constant and is one of the fundamental constants of nature plancks quantum hypothesis transformed physics and laid the foundation for quantum mechanics he initially viewed his quantum hypothesis as a mathematical trick rather than physical reality but evidence accumulated in its favor planck served as president of the kaiser wilhelm society and the deutsche physikalische gesellschaft,Famous Scientists
james watson is an american molecular biologist geneticist and zoologist best known as one of the codiscoverers of the structure of dna alongside francis crick in 1953 the discovery relied on xray crystallography work by rosalind franklin and maurice wilkins watson and crick built a molecular model of dna and published their findings in nature they shared the nobel prize in physiology or medicine with wilkins in 1962 watson later served as director of the human genome project before leaving in 1992 he authored the double helix a personal account of the dna discovery watsons later statements on race and genetics were widely condemned by the scientific community,Famous Scientists
