text,label
The Voyager program consists of two spacecraft Voyager 1 and Voyager 2 launched in 1977 to study the outer planets. Voyager 1 flew by Jupiter and Saturn before heading toward interstellar space. Voyager 2 is the only spacecraft to have visited Uranus and Neptune. Both spacecraft have now left the heliosphere and entered interstellar space making them the most distant human-made objects. They carry a golden record with sounds and images representing life on Earth. Voyager 1 is over 23 billion kilometers from Earth. The spacecraft still communicate with NASA using nuclear power from radioisotope thermoelectric generators.,Space Exploration
"The Apollo program was NASA's human spaceflight program that successfully landed astronauts on the Moon between 1969 and 1972. It included 17 missions of which six landed on the lunar surface. Apollo 1 ended in tragedy when a cabin fire killed three astronauts during a launch rehearsal. Apollo 8 was the first crewed spacecraft to orbit the Moon. Apollo 13 suffered an oxygen tank explosion but the crew safely returned to Earth. Astronauts collected 382 kilograms of lunar samples. The program employed over 400,000 people and required enormous technological innovation. The legacy of Apollo shaped American space policy and inspired generations of scientists.",Space Exploration
"A satellite is an object intentionally placed into orbit around a celestial body. Artificial satellites serve purposes including communication, navigation, Earth observation, and scientific research. GPS satellites enable global positioning with meter accuracy. Weather satellites monitor cloud cover, temperature, and storm systems. Communication satellites relay telephone, television, and internet signals. Remote sensing satellites map land use, deforestation, and ice cover. The first artificial satellite Sputnik was launched in 1957. Low Earth orbit satellites orbit below 2000 kilometers. Geostationary satellites orbit at 35786 kilometers and appear fixed above one point on Earth.",Space Exploration
A black hole is a region of spacetime where gravity is so strong that nothing including light can escape once it crosses the event horizon. Black holes form when massive stars collapse at the end of their lives. Stellar black holes have masses several times that of the Sun. Supermassive black holes at the centers of galaxies have masses billions of times greater. The Event Horizon Telescope captured the first image of a black hole shadow in 2019. Stephen Hawking proposed that black holes emit thermal radiation through quantum effects now called Hawking radiation. Black holes distort time and space around them according to general relativity.,Space Exploration
"The Milky Way is the galaxy that contains the Solar System. It is a barred spiral galaxy with an estimated 100 to 400 billion stars. The Milky Way is approximately 100,000 light-years in diameter. The Solar System is located about 26,000 light-years from the galactic center. A supermassive black hole called Sagittarius A-star resides at the center. The galaxy contains stellar populations of different ages and metallicities. Dark matter makes up most of the Milky Way's mass. The Magellanic Clouds are small satellite galaxies of the Milky Way. On a dark night the Milky Way is visible as a band of light across the sky.",Space Exploration
"The Solar System consists of the Sun and all objects gravitationally bound to it including eight planets, dwarf planets, moons, asteroids, and comets. The inner rocky planets are Mercury, Venus, Earth, and Mars. The outer gas giants are Jupiter, Saturn, Uranus, and Neptune. The asteroid belt lies between Mars and Jupiter. The Kuiper Belt beyond Neptune contains icy bodies including Pluto. The Oort Cloud is a distant spherical shell of comets. The Sun contains 99.86 percent of the Solar System's mass. The Solar System formed about 4.6 billion years ago from a collapsing cloud of gas and dust.",Space Exploration
"An exoplanet is a planet that orbits a star other than the Sun. The first confirmed exoplanet detection was in 1992. The Kepler space telescope discovered thousands of exoplanets by detecting transits across stars. The habitable zone is the orbital region where liquid water could exist on a planet's surface. TRAPPIST-1 is a system with seven Earth-sized planets, three in the habitable zone. The James Webb Space Telescope characterizes exoplanet atmospheres by observing transmission spectroscopy. Hot Jupiters are gas giants orbiting very close to their stars. Super-Earths are planets larger than Earth but smaller than Neptune. Over 5000 exoplanets have been confirmed to date.",Space Exploration
"Human biology is the scientific study of the human species. It encompasses anatomy, physiology, genetics, evolution, and behavior. Humans are members of the species Homo sapiens which evolved in Africa approximately 300,000 years ago. The human body consists of trillions of cells organized into tissues, organs, and organ systems. Major organ systems include the nervous, circulatory, digestive, respiratory, and immune systems. Human genetics studies the inheritance and variation of traits. The Human Genome Project sequenced the complete human DNA. Humans are distinguished by large brains, bipedal locomotion, and complex language. Medicine applies biological knowledge to maintain and restore health.",Human Biology
"DNA or deoxyribonucleic acid is the molecule that carries genetic information in all living organisms. It consists of two strands wound into a double helix. The strands are composed of nucleotides each containing a sugar, phosphate group, and one of four bases: adenine, thymine, cytosine, and guanine. Base pairing rules dictate that adenine pairs with thymine and cytosine pairs with guanine. The sequence of bases encodes genetic instructions. DNA replication copies the genome before cell division. Mutations are changes in the DNA sequence. Genes are segments of DNA that encode proteins. The human genome contains approximately 3 billion base pairs and about 20,000 genes.",Human Biology
"A cell is the basic structural and functional unit of all living organisms. Humans are multicellular with an estimated 37 trillion cells. Eukaryotic cells have a membrane-bound nucleus containing DNA. Key organelles include mitochondria which generate energy, ribosomes which synthesize proteins, and the endoplasmic reticulum which processes molecules. The cell membrane regulates what enters and exits the cell. The cell cycle consists of interphase, mitosis, and cytokinesis. Stem cells can differentiate into specialized cell types. Cancer occurs when cells divide uncontrollably. Cell signaling coordinates behavior between cells through chemical messengers.",Human Biology
"The human brain is the central organ of the nervous system and controls thought, memory, emotion, movement, and sensation. It consists of approximately 86 billion neurons connected by trillions of synapses. The cerebral cortex is the outer layer responsible for higher cognitive functions. The cerebellum coordinates movement and balance. The brainstem controls basic life functions like breathing and heart rate. The limbic system regulates emotions and memory. Neurotransmitters like dopamine, serotonin, and acetylcholine relay signals between neurons. Neuroplasticity allows the brain to reorganize in response to experience. Brain imaging techniques like MRI and fMRI reveal structure and activity.",Human Biology
"The immune system protects the body against pathogens including bacteria, viruses, fungi, and parasites. Innate immunity provides immediate nonspecific defense including physical barriers and inflammation. Adaptive immunity generates specific responses against particular pathogens. B cells produce antibodies that neutralize threats. T cells directly kill infected cells or help coordinate immune responses. Lymph nodes filter lymph and house immune cells. The thymus matures T cells. Memory cells enable faster responses upon subsequent exposure enabling vaccines to work. Autoimmune diseases occur when the immune system attacks the body's own tissues. Immunodeficiency diseases impair immune function.",Human Biology
The human heart is a muscular organ that pumps blood throughout the body. It has four chambers: two atria and two ventricles. The right side pumps deoxygenated blood to the lungs. The left side pumps oxygenated blood to the body. Heart valves prevent backflow of blood. The heart beats approximately 70 times per minute at rest totaling over 2.5 billion beats in a lifetime. The sinoatrial node generates electrical impulses that regulate heartbeat rhythm. Coronary arteries supply blood to the heart muscle itself. Heart disease is the leading cause of death worldwide. Blood pressure measures the force of blood against vessel walls.,Human Biology
"The lungs are the primary organs of the respiratory system responsible for gas exchange. Humans have two lungs located in the thoracic cavity. Air enters through the nose and mouth travels down the trachea and branches into bronchi and smaller bronchioles. Gas exchange occurs in tiny air sacs called alveoli where oxygen passes into the blood and carbon dioxide is expelled. The diaphragm and intercostal muscles drive breathing. Adult lungs contain about 300 million alveoli with a total surface area the size of a tennis court. The respiratory system also warms, humidifies, and filters inhaled air. Lung diseases include asthma, pneumonia, and chronic obstructive pulmonary disease.",Human Biology
"The nervous system coordinates body functions through electrical and chemical signals. The central nervous system consists of the brain and spinal cord. The peripheral nervous system connects the CNS to the rest of the body. Sensory neurons carry signals from receptors to the CNS. Motor neurons carry commands from the CNS to muscles and glands. The autonomic nervous system regulates involuntary functions like heart rate and digestion. The sympathetic division triggers the fight or flight response. The parasympathetic division promotes rest and digestion. Neurons communicate at synapses using neurotransmitters. Neurological disorders include Parkinson's disease, epilepsy, and multiple sclerosis.",Human Biology
"The digestive system breaks down food into nutrients that can be absorbed into the bloodstream. The process begins in the mouth where chewing and saliva initiate digestion. Food travels down the esophagus to the stomach where acids and enzymes further break it down. The small intestine absorbs most nutrients with help from the liver, gallbladder, and pancreas. The large intestine absorbs water and forms feces. Beneficial gut bacteria aid digestion and support immunity. The digestive system is approximately 9 meters long from mouth to anus. Digestive disorders include irritable bowel syndrome, Crohn's disease, and gastroesophageal reflux. Enzyme deficiencies can impair digestion of specific nutrients.",Human Biology
"The human skeleton provides structural support, protects organs, enables movement, and produces blood cells. It consists of 206 bones in adults. The axial skeleton includes the skull, vertebral column, and rib cage. The appendicular skeleton includes the limbs and girdles. Bones are composed of collagen and calcium phosphate giving them flexibility and strength. Bone marrow produces red blood cells, white blood cells, and platelets. Cartilage cushions joints and forms structures like the nose and ears. Ligaments connect bones to each other. Osteoporosis is a condition of reduced bone density increasing fracture risk. Bone remodeling continuously replaces old bone with new tissue.",Human Biology
"Muscle tissue enables movement through contraction. There are three types of muscle: skeletal, cardiac, and smooth. Skeletal muscles are attached to bones and controlled voluntarily. Cardiac muscle makes up the heart wall and contracts rhythmically. Smooth muscle lines organs and blood vessels and is involuntary. Skeletal muscle contraction is triggered by motor neurons releasing acetylcholine. Muscle fibers contain myosin and actin filaments that slide past each other during contraction. ATP provides the energy for muscle contraction. Slow-twitch fibers are resistant to fatigue and used for endurance. Fast-twitch fibers produce more force but fatigue quickly. Regular exercise increases muscle mass and strength through hypertrophy.",Human Biology
"Blood is a fluid connective tissue that circulates through the cardiovascular system delivering oxygen and nutrients to cells and removing waste products. It consists of plasma, red blood cells, white blood cells, and platelets. Red blood cells contain hemoglobin which binds oxygen. White blood cells are components of the immune system. Platelets are involved in blood clotting. Blood volume in an adult is about 5 liters. Blood type is determined by antigens on red blood cells with ABO and Rh systems being most important. Blood transfusions must match blood type to avoid immune reactions. Anemia results from insufficient red blood cells or hemoglobin.",Human Biology
"The kidneys are paired bean-shaped organs that filter blood and produce urine. Each kidney contains about one million filtering units called nephrons. Nephrons filter blood removing waste products and excess ions while reabsorbing useful molecules. The kidneys regulate blood pressure, electrolyte balance, and acid-base balance. They produce erythropoietin which stimulates red blood cell production. About 180 liters of fluid are filtered daily but only about 1.5 liters becomes urine. The ureters carry urine to the bladder for storage. Kidney disease can result from diabetes, hypertension, or infections. Dialysis performs kidney functions when they fail.",Human Biology
"The human genome is the complete set of DNA in a human cell containing approximately 3 billion base pairs. The Human Genome Project completed the first full sequence in 2003. The genome contains about 20,000 protein-coding genes which represent only about 1.5 percent of total DNA. The remaining DNA includes regulatory sequences, repetitive elements, and sequences of unknown function. Genetic variation between individuals is about 0.1 percent. Single nucleotide polymorphisms are the most common form of variation. Genome-wide association studies identify genetic variants linked to diseases. Gene editing tools like CRISPR-Cas9 can modify the genome with precision. Personalized medicine uses genomic information to tailor treatments.",Human Biology
"Proteins are large biomolecules composed of chains of amino acids and perform most of the functional roles in cells. There are 20 standard amino acids. The sequence of amino acids is encoded by genes and determines the protein's three-dimensional structure and function. Proteins act as enzymes catalyzing biochemical reactions, as structural components, as hormones, as antibodies, and as transporters. Protein synthesis occurs on ribosomes using messenger RNA as a template. Folding into the correct three-dimensional shape is essential for function. Misfolded proteins are associated with diseases like Alzheimer's and Parkinson's. Proteomics studies the entire set of proteins in a cell or organism.",Human Biology
"Albert Einstein was a German-born theoretical physicist widely regarded as one of the greatest scientists of all time. He developed the theory of special relativity and the theory of general relativity which revolutionized the understanding of space, time, gravity, and the universe. His famous equation E equals mc squared established the equivalence of mass and energy. Einstein was awarded the Nobel Prize in Physics in 1921 for his discovery of the photoelectric effect which was foundational to quantum theory. He was born in Ulm Germany in 1879 and died in Princeton New Jersey in 1955. Einstein's work on Brownian motion provided evidence for the existence of atoms.",Famous Scientists
"Isaac Newton was an English mathematician, physicist, and astronomer who is widely recognized as one of the most influential scientists of all time. He formulated the laws of motion and universal gravitation which dominated the scientific view of the physical universe for three centuries. Newton built the first practical reflecting telescope and developed a theory of color based on the observation that a prism decomposes white light into a visible spectrum. He also shares credit with Leibniz for developing calculus. His 1687 work Principia Mathematica is one of the most important scientific works ever published. Newton served as president of the Royal Society and was knighted by Queen Anne.",Famous Scientists
"Marie Curie was a Polish and naturalized French physicist and chemist who conducted pioneering research on radioactivity. She was the first woman to win a Nobel Prize, the first person to win Nobel Prizes in two scientific fields, and the only person to win in multiple sciences. She won the Nobel Prize in Physics in 1903 and the Nobel Prize in Chemistry in 1911. Curie discovered the elements polonium and radium. She developed mobile X-ray units during World War One called petites Curies. Her research laid the groundwork for nuclear physics and cancer radiotherapy. She died in 1934 from aplastic anemia likely caused by radiation exposure.",Famous Scientists
"Charles Darwin was an English naturalist, geologist, and biologist best known for his contributions to evolutionary biology. His 1859 book On the Origin of Species proposed that all species of life have descended from common ancestors through a process he called natural selection. Natural selection explains how species adapt to their environments over successive generations. Darwin also described sexual selection as a mechanism of evolution. He supported his theory with extensive evidence from fossils, geographical distribution of species, and comparative anatomy. Darwin's theory unified the life sciences and is the unifying framework of modern biology. He also studied earthworms, barnacles, and plant movement.",Famous Scientists
"Nikola Tesla was a Serbian-American inventor, electrical engineer, and futurist best known for his contributions to the design of the modern alternating current electrical supply system. Tesla developed the rotating magnetic field principle and the AC motor. He held patents for many inventions including the Tesla coil, radio transmission systems, and early X-ray experiments. Tesla worked briefly for Thomas Edison before establishing his own laboratories. His rivalry with Edison over AC versus DC power is known as the War of Currents. Tesla demonstrated wireless power transmission and envisioned global wireless communication. Despite his genius he died impoverished in 1943 in New York City.",Famous Scientists
"Stephen Hawking was an English theoretical physicist, cosmologist, and author who made major contributions to the understanding of black holes and cosmology. He developed Hawking radiation, a theoretical prediction that black holes emit radiation and slowly evaporate. He also contributed to the no-boundary proposal for the initial conditions of the universe. Hawking worked on singularity theorems in collaboration with Roger Penrose. His 1988 book A Brief History of Time became an international bestseller introducing complex cosmological concepts to the public. Hawking was diagnosed with motor neurone disease at age 21 and lived with severe disability for over 50 years. He held the Lucasian Professorship of Mathematics at Cambridge.",Famous Scientists
"Galileo Galilei was an Italian astronomer, physicist, and engineer who played a major role in the scientific revolution. He improved the telescope and made astronomical observations that supported the Copernican heliocentric model. He observed the moons of Jupiter, the phases of Venus, sunspots, and mountains on the Moon. Galileo formulated the laws of falling bodies through careful experimentation contradicting Aristotelian physics. He was tried by the Inquisition for defending heliocentrism and spent his final years under house arrest. His work on mechanics and kinematics laid foundations for Newton. He is often called the father of observational astronomy and modern physics.",Famous Scientists
"Richard Feynman was an American theoretical physicist known for his work in quantum electrodynamics, particle physics, and low-temperature physics. He developed the path integral formulation of quantum mechanics and Feynman diagrams which provide a pictorial representation of particle interactions. He was awarded the Nobel Prize in Physics in 1965. Feynman contributed to the development of the atomic bomb during the Manhattan Project. He was famous for his enthusiasm for teaching and ability to explain complex concepts in simple terms. His books including Surely You're Joking Mr Feynman became popular with general audiences. Feynman also investigated the Space Shuttle Challenger disaster.",Famous Scientists
"Alan Turing was an English mathematician, computer scientist, logician, and cryptanalyst widely considered the father of computer science and artificial intelligence. He formalized the concept of algorithm and computation with the Turing machine model. During World War Two he worked at Bletchley Park developing techniques to break German Enigma cipher machines contributing significantly to the Allied victory. He proposed the Turing Test as a measure of machine intelligence. Turing made important contributions to theoretical biology and morphogenesis. He was prosecuted for homosexuality in 1952 and died in 1954 in circumstances that remain disputed. Turing was posthumously pardoned by the British government in 2013.",Famous Scientists
"Carl Sagan was an American astronomer, planetary scientist, cosmologist, astrophysicist, and science communicator. He made major contributions to the scientific research of extraterrestrial life and promoted the search for SETI. Sagan assembled the first physical messages sent to space on Pioneer 10 and 11 and Voyager 1 and 2. He hosted and co-wrote the television series Cosmos which became one of the most widely watched series in the history of American public television. His novel Contact was adapted into a film. Sagan advocated scientific skepticism and was a vocal critic of pseudoscience. He received the NASA Distinguished Public Service Medal. His book Pale Blue Dot remains influential.",Famous Scientists
Ada Lovelace was an English mathematician often regarded as the first computer programmer. She worked with Charles Babbage on his proposed mechanical general-purpose computer the Analytical Engine. Her notes on the Analytical Engine included what is recognized as the first algorithm intended to be processed by a machine. Lovelace recognized the potential of computing machines beyond pure calculation envisioning they could compose music or manipulate symbols. She was the daughter of the poet Lord Byron. Ada Lovelace Day celebrates women's contributions to science and technology. The programming language Ada was named in her honor. She died at age 36 in 1852.,Famous Scientists
"Rosalind Franklin was a British chemist and X-ray crystallographer whose work was central to understanding the molecular structures of DNA, RNA, viruses, coal, and graphite. Her X-ray diffraction images of DNA including Photo 51 were critical evidence in identifying the double helix structure. Watson and Crick used her data without her knowledge to build their model of DNA. Franklin did not share in the 1962 Nobel Prize awarded to Watson, Crick, and Wilkins partly because she had died in 1958 and the prize is not awarded posthumously. Her contributions were underrecognized during her lifetime. She later studied the tobacco mosaic virus contributing to structural virology.",Famous Scientists
Niels Bohr was a Danish physicist who made foundational contributions to understanding atomic structure and quantum mechanics. He developed the Bohr model of the atom in 1913 proposing that electrons orbit the nucleus in fixed energy levels and emit or absorb energy when changing levels. This model successfully explained the hydrogen spectrum. Bohr won the Nobel Prize in Physics in 1922. He contributed to the Copenhagen interpretation of quantum mechanics emphasizing the probabilistic nature of quantum events. During World War Two he escaped occupied Denmark and worked briefly on the Manhattan Project. Bohr founded the Institute for Theoretical Physics in Copenhagen which became a center for quantum research.,Famous Scientists
Max Planck was a German theoretical physicist who originated quantum theory winning the Nobel Prize in Physics in 1918. In 1900 he proposed that energy is emitted and absorbed in discrete quanta rather than continuously resolving the ultraviolet catastrophe problem. The quantum of action h is now called Planck's constant and is one of the fundamental constants of nature. Planck's quantum hypothesis transformed physics and laid the foundation for quantum mechanics. He initially viewed his quantum hypothesis as a mathematical trick rather than physical reality but evidence accumulated in its favor. Planck served as president of the Kaiser Wilhelm Society and the Deutsche Physikalische Gesellschaft.,Famous Scientists
